epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,506.591,2.11065,2.98992,1.74554,0.00583,0.15449,0.00535,0.00219,2.56674,4.22317,2.28333,0.000561347,0.000561347,0.000561347
18,536.581,2.04683,2.87299,1.67549,0.00654,0.15998,0.00611,0.00257,2.5784,4.21828,2.28675,0.000554744,0.000554744,0.000554744
19,566.692,2.01779,2.93113,1.67786,0.01045,0.20073,0.01234,0.00376,2.56198,4.34305,2.29638,0.000548141,0.000548141,0.000548141
20,598.078,2.05066,2.96993,1.74836,0.01442,0.05962,0.02458,0.00674,2.57091,4.05005,2.28492,0.000541537,0.000541537,0.000541537
21,627.766,2.08997,2.87759,1.68296,0.29883,0.05824,0.02285,0.00994,2.57313,3.87312,2.27395,0.000534934,0.000534934,0.000534934
22,658.489,1.99812,2.76954,1.67992,0.02387,0.06299,0.01353,0.00535,2.67454,3.81161,2.29921,0.000528331,0.000528331,0.000528331
23,687.684,1.98492,2.72414,1.6769,0.29928,0.06574,0.01319,0.00453,2.70014,3.98733,2.38236,0.000521727,0.000521727,0.000521727
24,717.95,1.98439,2.75763,1.65046,0.31198,0.01264,0.01418,0.00479,2.69225,4.09246,2.40325,0.000515124,0.000515124,0.000515124
25,747.178,1.97926,2.86664,1.6771,0.02601,0.02427,0.01063,0.00499,2.69556,4.06604,2.395,0.000508521,0.000508521,0.000508521
26,778.057,1.91049,2.65834,1.65319,0.00942,0.01374,0.01148,0.00526,2.68377,4.04609,2.40275,0.000501917,0.000501917,0.000501917
27,807.623,1.87594,2.73851,1.66163,0.00875,0.21401,0.01008,0.00322,2.71748,3.83081,2.28201,0.000495314,0.000495314,0.000495314
28,837.97,1.93125,2.5729,1.60795,0.02094,0.22363,0.02017,0.00707,2.7339,3.85065,2.17932,0.000488711,0.000488711,0.000488711
29,867.701,1.9291,2.68457,1.66024,0.02018,0.2631,0.0181,0.0058,2.73928,3.89338,2.1818,0.000482108,0.000482108,0.000482108
30,897.611,1.93378,2.58939,1.59471,0.00483,0.19945,0.00512,0.00152,2.71623,4.22325,2.179,0.000475504,0.000475504,0.000475504
31,928.051,1.86262,2.44261,1.52571,0.02685,0.20952,0.01641,0.00316,2.72091,4.45258,2.18662,0.000468901,0.000468901,0.000468901
32,958.495,1.84493,2.40615,1.55962,0.02454,0.24341,0.01786,0.00505,2.65295,3.94762,2.10381,0.000462298,0.000462298,0.000462298
33,987.986,1.84794,2.5066,1.56327,0.27508,0.08663,0.01725,0.00611,2.70492,3.69082,2.23865,0.000455694,0.000455694,0.000455694
34,1017.66,1.76551,2.55739,1.5154,0.27649,0.02427,0.01643,0.00541,2.72037,3.68172,2.28163,0.000449091,0.000449091,0.000449091
35,1047.56,1.83312,2.42106,1.5709,0.0346,0.04029,0.01712,0.00685,2.61912,3.56823,2.20652,0.000442488,0.000442488,0.000442488
36,1078.87,1.77528,2.83914,1.59869,0.03692,0.07701,0.02294,0.00781,2.64825,3.70918,2.18915,0.000435884,0.000435884,0.000435884
37,1112.14,1.85829,2.42776,1.52899,0.03833,0.07289,0.02035,0.00651,2.66717,3.81165,2.16847,0.000429281,0.000429281,0.000429281
38,1143.86,1.91471,2.51787,1.59411,0.0424,0.09304,0.02116,0.00672,2.6247,3.56274,2.21528,0.000422678,0.000422678,0.000422678
39,1175.6,1.81381,2.57072,1.5928,0.07034,0.08755,0.02458,0.00695,2.6432,3.4423,2.30172,0.000416075,0.000416075,0.000416075
40,1205.37,1.80379,2.40146,1.53052,0.10152,0.0348,0.02466,0.00724,2.66617,3.50299,2.33536,0.000409471,0.000409471,0.000409471
41,1237.66,1.7955,2.19773,1.52274,0.1085,0.0348,0.02863,0.00715,2.73286,3.84297,2.32634,0.000402868,0.000402868,0.000402868
42,1268.24,1.71851,2.29051,1.50029,0.07802,0.03892,0.02731,0.00643,2.76856,3.84993,2.33923,0.000396265,0.000396265,0.000396265
43,1300.24,1.88317,2.40745,1.50976,0.02085,0.1261,0.01593,0.00529,2.73929,3.56975,2.27732,0.000389661,0.000389661,0.000389661
44,1330.79,1.77125,2.35195,1.50524,0.08341,0.06615,0.04384,0.01699,2.65587,3.45631,2.22612,0.000383058,0.000383058,0.000383058
45,1361.94,1.7107,2.21586,1.46368,0.07358,0.07564,0.03399,0.01131,2.59799,3.44195,2.21436,0.000376455,0.000376455,0.000376455
46,1393.65,1.61627,2.09903,1.45611,0.13276,0.39565,0.12859,0.02838,2.55965,3.49835,2.21054,0.000369851,0.000369851,0.000369851
47,1423.7,1.7445,2.28663,1.52544,0.04261,0.33512,0.05145,0.01225,2.61211,3.59642,2.26785,0.000363248,0.000363248,0.000363248
48,1454.23,1.69668,2.05075,1.47895,0.2639,0.23736,0.04126,0.00713,2.67079,3.60388,2.27302,0.000356645,0.000356645,0.000356645
49,1484.98,1.63932,2.24435,1.47198,0.04133,0.34061,0.04927,0.01162,2.71133,3.62727,2.24648,0.000350042,0.000350042,0.000350042
50,1515.76,1.70331,2.17443,1.43306,0.07442,0.34199,0.0619,0.0147,2.73512,3.64827,2.26276,0.000343438,0.000343438,0.000343438
51,1547,1.70111,2.15879,1.49133,0.03082,0.30856,0.03321,0.00954,2.70467,3.63532,2.32437,0.000336835,0.000336835,0.000336835
52,1578.57,1.67698,2.486,1.49504,0.02828,0.30078,0.0275,0.01072,2.6955,3.65805,2.36516,0.000330232,0.000330232,0.000330232
53,1609.54,1.64315,2.08707,1.44488,0.04016,0.30719,0.04075,0.01025,2.66044,3.72973,2.36725,0.000323628,0.000323628,0.000323628
54,1640.4,1.67614,2.07737,1.46934,0.03667,0.32138,0.05994,0.02063,2.6999,3.74633,2.36142,0.000317025,0.000317025,0.000317025
55,1672.16,1.7769,2.21513,1.46201,0.26017,0.33878,0.17717,0.03634,2.79255,3.81627,2.32586,0.000310422,0.000310422,0.000310422
56,1702.54,1.65159,2.04752,1.43249,0.26035,0.37962,0.17703,0.0369,2.81326,3.80454,2.34133,0.000303818,0.000303818,0.000303818
57,1732.76,1.60296,1.89889,1.38798,0.07551,0.05137,0.03635,0.01213,2.79195,3.77653,2.33993,0.000297215,0.000297215,0.000297215
58,1760.04,1.65044,1.95078,1.4144,0.06323,0.10459,0.02905,0.01022,2.77872,3.73901,2.31174,0.000290612,0.000290612,0.000290612
59,1789.59,1.60059,2.25764,1.43947,0.05271,0.10137,0.02701,0.00897,2.8233,3.7979,2.29866,0.000284009,0.000284009,0.000284009
60,1818.41,1.6266,2.1407,1.45252,0.04389,0.10824,0.02074,0.00778,2.80485,3.9174,2.23673,0.000277405,0.000277405,0.000277405
61,1847.98,1.57387,2.06902,1.41857,0.01628,0.26255,0.01757,0.00667,2.80599,3.87593,2.21907,0.000270802,0.000270802,0.000270802
62,1876.29,1.60725,1.91963,1.3963,0.02484,0.12839,0.01676,0.00729,2.81268,3.66584,2.30157,0.000264199,0.000264199,0.000264199
63,1903.79,1.5751,2.07018,1.42755,0.04404,0.17921,0.01858,0.00738,2.80888,3.56334,2.43718,0.000257595,0.000257595,0.000257595
64,1932.33,1.58963,2.00716,1.42266,0.05555,0.1141,0.0218,0.00819,2.77565,3.56413,2.46497,0.000250992,0.000250992,0.000250992
65,1961.29,1.46055,1.83748,1.33572,0.04624,0.06685,0.03101,0.0106,2.77429,3.47867,2.43639,0.000244389,0.000244389,0.000244389
66,1990.22,1.53346,1.89246,1.34935,0.08087,0.06136,0.03318,0.01046,2.80165,3.46765,2.46487,0.000237785,0.000237785,0.000237785
67,2018.52,1.50872,1.85296,1.36937,0.0689,0.12273,0.0404,0.01215,2.77001,3.53341,2.41481,0.000231182,0.000231182,0.000231182
68,2047.09,1.57823,1.82559,1.34271,0.06742,0.06273,0.02753,0.00825,2.76669,3.56446,2.36432,0.000224579,0.000224579,0.000224579
69,2076.01,1.52614,1.77391,1.35791,0.33476,0.07189,0.02831,0.00806,2.791,3.56746,2.37501,0.000217976,0.000217976,0.000217976
70,2104.55,1.46299,1.89168,1.31812,0.09313,0.33649,0.11428,0.0528,2.77377,3.61584,2.39229,0.000211372,0.000211372,0.000211372
71,2133.01,1.49415,1.80406,1.37595,0.07164,0.30856,0.10606,0.04915,2.7861,3.64345,2.45842,0.000204769,0.000204769,0.000204769
72,2161.2,1.51038,1.78011,1.34716,0.13427,0.30719,0.12954,0.06061,2.78042,3.62433,2.46346,0.000198166,0.000198166,0.000198166
73,2189.4,1.52314,1.81584,1.36639,0.25977,0.30582,0.17743,0.10068,2.80088,3.64215,2.47646,0.000191562,0.000191562,0.000191562
74,2217.48,1.55188,1.80262,1.38146,0.25958,0.30444,0.17767,0.10114,2.78943,3.66452,2.47882,0.000184959,0.000184959,0.000184959
75,2246.1,1.50135,1.70798,1.30989,0.03598,0.05962,0.01927,0.00678,2.81436,3.64801,2.45528,0.000178356,0.000178356,0.000178356
76,2274.12,1.52918,1.80206,1.34702,0.03659,0.08315,0.01724,0.00594,2.82519,3.62306,2.4118,0.000171752,0.000171752,0.000171752
77,2303.81,1.41138,1.73062,1.31473,0.03738,0.08114,0.0169,0.00619,2.81911,3.57752,2.39807,0.000165149,0.000165149,0.000165149
78,2332.24,1.52773,1.93689,1.35541,0.2882,0.06786,0.01996,0.00932,2.82692,3.53945,2.41519,0.000158546,0.000158546,0.000158546
79,2360.64,1.48877,1.72883,1.32332,0.04874,0.30856,0.05931,0.02362,2.81483,3.52783,2.41029,0.000151943,0.000151943,0.000151943
80,2388.58,1.5101,1.81738,1.34628,0.28679,0.16593,0.05461,0.02195,2.7901,3.51195,2.41332,0.000145339,0.000145339,0.000145339
81,2417.68,1.51528,1.85438,1.3666,0.04379,0.3168,0.0528,0.0205,2.79218,3.47249,2.42336,0.000138736,0.000138736,0.000138736
82,2446.43,1.51209,1.74685,1.33603,0.30562,0.14853,0.02241,0.00901,2.77352,3.45861,2.42345,0.000132133,0.000132133,0.000132133
83,2473.56,1.49971,1.68403,1.34467,0.29105,0.08302,0.02423,0.00922,2.81501,3.43997,2.49246,0.000125529,0.000125529,0.000125529
84,2502.85,1.52325,1.73103,1.3265,0.29842,0.14075,0.0239,0.00734,2.83044,3.52746,2.50364,0.000118926,0.000118926,0.000118926
85,2529.88,1.44613,1.7168,1.28109,0.29063,0.13526,0.02295,0.00801,2.80495,3.61822,2.47299,0.000112323,0.000112323,0.000112323
86,2558.46,1.4013,1.61069,1.30924,0.29957,0.14304,0.0209,0.00775,2.82414,3.64107,2.5083,0.00010572,0.00010572,0.00010572
87,2586.93,1.37195,1.88242,1.32254,0.29831,0.14029,0.02225,0.00846,2.79344,3.63925,2.50678,9.91162e-05,9.91162e-05,9.91162e-05
88,2614.63,1.50081,1.73319,1.29727,0.29975,0.13617,0.02611,0.00892,2.80113,3.59477,2.51847,9.25129e-05,9.25129e-05,9.25129e-05
89,2642.74,1.39859,1.76575,1.31505,0.31563,0.14808,0.02614,0.00909,2.80897,3.57212,2.50681,8.59096e-05,8.59096e-05,8.59096e-05
90,2671.51,1.46502,1.66882,1.2982,0.32027,0.15082,0.02549,0.00801,2.80536,3.6006,2.50946,7.93063e-05,7.93063e-05,7.93063e-05
91,2698.55,1.6398,2.22358,1.40822,0.31553,0.15082,0.02092,0.00806,2.79067,3.63586,2.49559,7.2703e-05,7.2703e-05,7.2703e-05
92,2727.62,1.47911,2.24018,1.33043,0.30284,0.08755,0.01999,0.00766,2.77975,3.64587,2.4698,6.60997e-05,6.60997e-05,6.60997e-05
93,2755.5,1.56467,2.42604,1.33772,0.31123,0.11273,0.02287,0.008,2.76778,3.62897,2.46967,5.94964e-05,5.94964e-05,5.94964e-05
94,2784.3,1.45536,1.99532,1.35213,0.3027,0.08342,0.02308,0.00921,2.78041,3.63228,2.50995,5.28931e-05,5.28931e-05,5.28931e-05
95,2813.01,1.39694,2.11366,1.30728,0.30246,0.08617,0.02051,0.00963,2.80313,3.61908,2.52611,4.62898e-05,4.62898e-05,4.62898e-05
96,2840.32,1.31567,4.5448,1.21092,0.31703,0.11273,0.02177,0.00977,2.79095,3.63821,2.51118,3.96865e-05,3.96865e-05,3.96865e-05
97,2869.9,1.3505,2.04047,1.29027,0.30961,0.07564,0.01892,0.00915,2.80722,3.60947,2.53366,3.30832e-05,3.30832e-05,3.30832e-05
98,2897.43,1.49428,1.92171,1.35326,0.30748,0.07701,0.01942,0.01003,2.80633,3.64353,2.54749,2.64799e-05,2.64799e-05,2.64799e-05
99,2926.07,1.28842,1.9781,1.26226,0.30899,0.08755,0.01937,0.00925,2.8011,3.63969,2.53485,1.98766e-05,1.98766e-05,1.98766e-05
100,2954.7,1.43795,1.96137,1.32481,0.30613,0.09029,0.02051,0.00947,2.80915,3.63202,2.53834,1.32733e-05,1.32733e-05,1.32733e-05
